text,label,,
"""meski ga makan bubur"" HAHAHAHHAH tau aja fav nya lele bubur",1,,
@rara˜ WKWKWKWM IYA DONG<U+0001F614>,1,,
Suka sangat dengan konten macam nii!!<U+2661> Stay safe stay healthy guys!!! XOXO,2,,
"Tetaplah rendah hati dan teruslah berbagi dengan sesama. Gbu, Leo <U+0001F64F>",2,,
Gbu too!!,2,,
Ini Ruang Guru ga ada niatan jadiin Leo the next BA apa??,1,,
UP,1,,
Up,1,,
Up,1,,
Up,1,,
Dia zenius heh!,1,,
Lebih mending zenius,1,,
Up,1,,
Dia zenius woi,1,,
"""Enu, enu, enu, mari sini ko pu kaka datang"" - bpk Damianus

Org NTT kalau blg bgitu saat kamu bertamu, fix kamu bukan tamu lagi tapi sudah dianggap keluarga.
Selamat sudah menjadi bagian dri mereka Leo ^^
God bless you. Selamat menjadi berkat dan semakin diberkati ^^",2,,
"Trimakasih Leo...bantuan asrama seperti ini sangat berarti bagi keberlangsungan pendidikan siswa/i di Manggarai-Flores. Semoga Leo senantiasa dilimpahi berkat, sbg sarana Tuhan membantu sesama. Sebagai orang asli Manggarai-Flores, sy hanya bisa bersyukur atas dipakainya Leo utk membantu kami...sukses untuk karya-karya Leo selanjutnya...<U+0001F64F><U+0001F64F><U+0001F64F>",2,,
"2:52.. 
Pak Damianus : enu-enu (panggilan gadis manggarai)..kau Punya KAKA ada Datang Ini...
Me : leoo.. percayalah..kamu sdh di anggap Anak dstu...!!!",2,,
Leo ga di panggil Koko.. Si ibu kagok pamggil mas.. Pasti dia mau panggil NANA.. <U+0001F923><U+0001F923><U+0001F923>,1,,
kangen sama suasana kalo balik kampung langsung bilang somba anak momang ooo <U+0001F62D>,1,,
"seneng + terharu bangettt liatt pak Damianus dan anak-anak disanaa <U+0001F97A><U+2764><U+FE0F>
apalagii pas liatt lele dateng kesanaa<U+0001F97A>
thankyouuu lee udh open donasiii<U+0001F606><U+0001F606>",2,,
"Leo hebat, netijen luarbiasaa.. terharuu makasii lele:)",2,,
lele with his ciri khas: selamat pagi ges sekarang jam..,2,,
informasi tentang jam tidak lupa ya<U+0001F602>,1,,
Betul sekali.. Seperti orang sok sokkan pake bahasa inggris. Padahal kuliah di amerika<U+0001F917><U+0001F917><U+0001F917><U+0001F44D><U+0001F3FB><U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FD><U+0001F44D><U+0001F3FF><U+0001F44D><U+0001F3FE><U+0001F44D>,1,,
"2:03
""Wow, kotak nya jatuh ges"" dgn polosnya
Astaga itu isinya lampu belajar lo<U+0001F62D>",1,,
Iya juga ya :),1,,
"Salam dari anak NTT, Terimakasih  bang Leonardo. Generasi  muda  yang  perlu dilirik dunia.",2,,
"Salam dari anak NTT, Terimakasih  bang Leonardo. Generasi  muda  yang  perlu dilirik dunia.",2,,
"Makasii banyak lele...
Seneng banget liatnya. 
MAKASII BANGETTT LELE, MAKASIII. PROUD OF YOU <U+2764><U+FE0F>",2,,
I found myself smiling throughout the video. Feel so great knowing that they can get proper educational necessities ^_^,2,,
"Orang tua Leo pasti bangga punya anak yg bener2 bisa jadi panutan ""mantap""",2,,
"Puji Tuhan Alhamdulillah, sangat menginspirasi, dan selalu membahagiakan orang orang terdekat walau terjauh pun",2,,
What? puji tuhan? Alhamdulillah????,1,,
"Kalau Islam Alhamdulillah, Kalau Non Puji Tuhan, jadi kamu apa?",1,,
@Alief Ad Dien Muhammad˜ alhamdulillah :) salam toleran,1,,
@BobaPink .-.˜ saling toleransi <U+0001F4AA><U+0001F3FB><U+0001F4AA><U+0001F3FB><U+0001F4AA><U+0001F3FB>,1,,
@Arif Maulana Susanto˜ owh ngogey,1,,
krislam<U+0001F62D>,0,,
@cadangan Aja˜ TwT BENGEKK,0,,
"Ngga pernah absen kalo nonton konten""ko Leo, semangat terus ya ngontennya dan jaga kesehatan jugaa<U+0001F970><U+0001F970>stay safe ko Leo",2,,
"Fasilitas belajar di desa mulai perlahan2 lele benahi, namun untuk pasangan kapan nih mau dicari...ehem batuk.",2,,
HADEH WKWKWKWKW,1,,
SAAE LU BAGONG EKHM,0,,
Pemerintah nya tidur,0,,
"Salut begitu sama lele, saya jadi termotivasi setiap nonton videonya lele, aku ingin banget bisa bantu banyak orng:) btw selalu semangat le",2,,
"Salam dari anak NTT, Terimakasih  bang Leonardo. Generasi  muda  yang  perlu dilirik dunia.",2,,
"Salam dari anak NTT, Terimakasih  bang Leonardo. Generasi  muda  yang  perlu dilirik dunia.",2,,
"14:35 Beneran suasana ngumpul bareng keluarga gini adem bgt, saling cerita, bercanda, jadi kangen WKWKW :')",1,,
"8:41 BANGGA BANGET,  TERIMAKASIH KO LEO<U+0001F62D><U+2764><U+FE0F>",2,,
"Thank you so much for your effort behind this Pak Damianus project, Bro!",2,,
"leee you're such a kind-hearted person, you really are inspiring me. thanks for doing this le, im so proud of you.

edit : ga salah aku idolaiin kamu le :)",2,,
"Gue aja yg bukan siapa2 bangga banget, apalagi orang tua Leo pasti bangga. Ini adalah salah satu contoh anak muda yang membawa perubahan baik dan hal positif. God Bless U Leo",2,,
Thank you ko leo sudah jadi pelantara aku sebagai subs/followers ngerasa senengggg bgt punya idola seperti koko. Hemmm semoga hal-hal baik selalu bisa di contoh oleh aku pribadi dan subs ko leo yang lain<U+2764>  aamiin,2,,
"udah gantetng, baik hati tdak sombong, humble, pinter masak, receh, cinta kebersihan, sayang ortu, sayang keluarga. Mleyot lagiiii",2,,
"Terima kasih Leo, sudah mau menyumbangkan sesuatu utk saudara kami di Labuan Bajo, saya sebagai orang Manggarai sangat berterima kasih. Sukses selalu untuk Leo. Tuhan memberkati.",2,,
suka sekali dengan konten anak muda yang seperti Lele.. semoga Lele selalu diberkati untuk menjadi berkat bagi orang lain.. amiiiin..,2,,
"Thank You Leo , Dananya tersalurkan dengan sangat baik dan terimakasih untuk updatenya. tetap semangat ya buat berbuat baik ke siapa pun, dan terimaksih sudah menjadi wadah untuk teman"" yang lain bisa menyalurkan bantuan walaupun secara tidak langsung. Terimakasih  banyak",2,,
"Negara ini butuh orang orang yang seperti ini. bangga banget sama lele. untuk semuanya, tolong bantuin doain lele suaya sehat terus supaya lele bisa terus berkarya dan menjadi inspirasi untuk kita semua. Terima kasih lele atas sumbangsihnya. sukses terus le",2,,
"Seberapapun nilai materi yg dikeluarkan tak sebanding dengan kepuasan batin yg di dapat ya Le !!
Good job lah <U+0001F44D>",2,,
"Waktu lele pamit, mata pak Damianus nya berkaca-kaca.. Semoga next time bisa buat vlog bareng keluarga flores lagi ya lee keliatan banget pak Damianus seneng lele berkunjung",2,,
"Indonesia butuh genarasi yg mau turun langsung membantu rakyat seperti ini, sukses selalu leo.",2,,
Merinding liatnya makasih yg udah donasi dan untuk bg Leo sehat selalu semoga segala urusannya dilancarkan <U+0001F64F><U+0001F62D>,2,,
"proud of u leleee-!
terimakasih udh jd perantara dlm menyalurkan donasinya,semoga rezekinya lancar terus yaa leee,dan semoga bahagia selalu mendampingi kamu!!!",2,,
"Salut, anak muda yang menginspirasi dan memiliki jiwa kepedulian yang tinggi. Kamu keren luar biasa! Leonardo Edwin!",2,,
Seneng bgt ada anak muda yg menginspirasi kyk gini. Sehat selalu yaa Leo..,2,,
"Aaaa terharu bangett pas lihat reaksi Pak Damianus, istrinya dan anak-anak asrama pas Lele dateng. Priceless. Terima kasih ya Le udah menginisiasi donasi ini, yg kayak gini yg patut dicontoh <U+0001F44D> <U+0001F60D>
Suasana desanya bikin kangen kampung halaman huhuhu",2,,
This is the kind of content why i sub to u Lele?proud of uuuu as always,2,,
"Thank you koko edwin sudah berbagi kasih serta tim2 lain yg sudah membagikan sedikit donasinya.
Sukses selalu buat koko dan semua tim2 yg ikut berbagi.
God bless you all..",2,,
Makasih orang baik ... pemerintah nya ilang kgk tau kemana tutup mata,2,,
Wkwkwk savage,1,,
Mantap boss,1,,
"Ga tau mungkin lagi Makan emas bekas uang koru.... , Eh Bentar Ada bakso",1,,
Im so proud of you lele<U+0001F497><U+0001F497> tetep selalu sebari hal? baik ya lee,2,,
"11:45 Bukan Le itu Sungai <U+0001F923><U+0001F62D><U+0001F62D>

Canda, semangat le moga bisa buat ginian lagi :)",1,,
lele hari tuanya banyak cerita ya nanti <33,1,,
"sehatt terus ko leoo!!! semoga bisa terus membawa berkat buat temen"" lain di luar sanaa!! <U+2764><U+FE0F><U+2764><U+FE0F>",2,,
"Selalu jadi berkat buat banyak orang lele, tuhan yesus berkati lele dan keluarga<U+0001F917><U+0001F917>",2,,
"Inspiratif lele, semoga kedepannya memajukan dunia pendidikan di Indonesia. Aamiin",2,,
Thanks Leo for your kindness!,2,,
"keren!! tetap baik, rendah hati, dan sehatt selalu le :) virtual hug",2,,
Bangga banget sama Ko leo<U+0001F929> Stay safe kak<U+2665><U+FE0F>,2,,
Hebat banget lele .. semoga tidak berhenti dari ini saja ya le,2,,
So proud of lelee<U+2728><U+0001F496>,2,,
aaa bangga bgt sama leo sukses terus ya!...,2,,
Tuhan Yesus memberkati sllu lele dalam setiap kerja & usahamu.,2,,
Terima kasih banyak le dah mau repot2 urus sana sini. Keep helping each others and be a blessing ya le!,2,,
"Diberkati Tuhan apa yang Leo kerjakan di Flores. God Bless Leo dan Keluarga Pak Damianus serta anak2 asrama di Flores, Sehat semuanya",2,,
"HOW'S YOUR DAY LE?
Btw kalo pulang,ni bakal memorable bgt ga si?",1,,
makin kagum aja ni sama lele<U+0001F62D>,2,,
"Terima kasih lele udah bantu anak NTT,salam hangat dari kami anak2 NTT.sehat sehat ya",2,,
"leleeeee, terimakasii banyakk yaaa!! really proud of youuu<U+0001F97A> may God always bless you guys<U+0001F97A>",2,,
"banyak banget pelajaran yg bisa diambil dari sini, keep spirit ko leo <3",2,,
Ko leo semangat yaa ? selalu upload video video !!,2,,
tadinya ga sengaja liat lele flog pendaki gunung fuji..ahirnya gw tonton smpe hbis krn suka saja. llu saya subcribe..eh rpnya flog2nya mantap,1,,
Yeay PART 2 Trip Flores <U+2764>,1,,
Thank you so much lele dan netizen yg udh ikut andil dalam memperbaiki salah satu fasilitas untuk menunjang pendidikan indonesia jadi lebih baik. Klean luar biasa<U+0001F929> Tuhan memberkati kalian semua<U+0001F607>,2,,
suka bngt vlog kaya ginii<U+263A><U+FE0F><U+0001F5A4>,2,,
Proud of you Le <U+2764><U+FE0F>,2,,
"Luar biasa Le
Tetap semangat,  God bless",2,,
"huaaa terharu sampe nangis nontonnyaaa:""",1,,
Senang liat anak muda yg punya jiwa sosial gini...sukses dan tetap jd saluran berkat ya Leo..salam dari batam,2,,
panjang umur orang baik <U+2764><U+FE0F>,2,,
"Le, tinggi kamu brp sih?kok sm pak damianus tinggian kamu le <U+0001F602>",2,,
"koo leooo!!! aaa sooo proud of you dan orang orang yang ikut andil dalam donasi ituu, terharu bgt aku liatnya",2,,
"Masya Allah,,,luar biasa kerja tuhan untuk orang 2 baik,,sampai di pelosok yg tidak pernah di pikirkan",2,,
Proud of you lele bangga bangetttt ga salah aku idolain kamuu <U+2661>Semangat truss sehat2 juga <U+2661>,2,,
"Kerennn leo, leo udah ngebantu orang orang yang membutuhkannnn<U+0001F917>
Sukses dan jadi orng yg berguna sll yashh!!",2,,
"Thank you le , jesus bless u<U+2764><U+FE0F>",2,,
"Jesus bless you, Leo!!<U+2764>",2,,
what an inspiring young man..good job le keep on spirit and stay healthy,2,,
"Konten mahal. I'm so proud of you, leo <U+0001F44D>",2,,
"Dude, i really respect u!!",2,,
Keren banget sih Le.. keep doing good things ya Le,2,,
"Leo, aku sayang banget sama kamu gak ngerti lagi kenapa. Kamu itu sopan, pinter beradaptasi, bagus akhlaknya, pinter pula. Sumpah kenapa sihhhhhh kamu bisa gituuu<U+0001F62D>",2,,
<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> merasa terpanggil saat Pak Damianus Panggil Enu Enu <U+0001F60A>,1,,
"You guys really did well, leo juga <U+0001F44F>",2,,
keep spread ur positive vibes yaa le<3,2,,
proud of u lee. Gbu to be a blessing !,2,,
Terimakasih koko sudah menginspirasi banyak anak muda <U+0001F60A><U+0001F60A> Bru pertma kali ngikutin ytb koko kontennya bermanfaat semoga kapan? bisa main? lagi ke NTT koko<U+0001F64F><U+0001F64F>,2,,
"Keren ya.. makannya lgsg disajikan di baskom <U+0001F923> ingat dulu di rmh Oma buat nasi goreng tdk bisa di panci, langsung di baskom jugaa <U+0001F602><U+0001F602><U+0001F602> sangking byknya keluarga (mama 10bersaudara) kalau makan, ya makan besar <U+0001F970>",2,,
"Semangat Leee, Tuhan Yesus Berkatii Selalu!!",2,,
"Good job kak le, mencari barang yg bermanfaat untuk orang lain itu gampang, yang susah itu menjadi orang yg bermanfaat bagi orang lain. Lanjut teruss lee",2,,
"Atta halilintar aja yg konten nya gk jelas bisa sampe 1k komen lebih, masa ini yg konten nya bermanfaat baru 300 komen :v",1,,
Opening baru lele : pagi gais sekrang jam .......,1,,
"Oh my God, thank you Leo",2,,
salut banget sama lele dan temen? yang udah berpartisipasi buat bantu perbaikan asrama ini,2,,
"jd kangenn  makan di sawah klo ke kampung sekarang lg pandemi:""",1,,
"jd gabisaaa:""",1,,
"samaa,  le kangen gak?",1,,
Di kampung saya mah kgk ada lokdon,1,,
God Bless Lee...,2,,
Yang saya heran bapak RT bapak camat tau nggak sih sikon kayak gini,1,,
"seneng plus bangga banget sama lele, diusia yang masih mudah udah bisa sehebat itu.eksplor ke tempat' kecil dan bahkan jadi tangan panjang buat penyaluran donasi ke pa Damianus. Lele juga menghargai sekali setiap orang yang lele temuin disana, walapun emang gak kenal. sebagai anak muda aku termotivasi juga biar bisa kayak lele yang baikk banget sama orang orang dan bahkan bisa dibilang udah sukses lah untuk karirnya sebagai seorang Youtuber dan tambah sukses lagi dah kedepan kalo udah Lulus Kuliahnya. banyak banget hal yang aku belajar dari Lele!! Lele The best lahh",2,,
"Yeayy uploadd lagiii,kalo bisa upload tiap hari ya ko,kalo engga sibuk hehe,BETEWE INI DRI KMRN AKU PENASARAN BNGT SOAL PAK DAMIANUS,KENYA SERUU BNGT,TUHAN MEMBERKATI KO LE ALWAYY YAA..<U+0001F64F><U+0001F64F>",2,,
"""ini sawah ya"", Itu lau le laut",1,,
IM so proud of you Le :',2,,
"Semoga di baca, usulan tempat selanjutnya buat kak leo.. SDN TUATENU, Oekiu, Amanuban Selatan, Kabupaten Timor Tengah Selatan (TTS), provinsi Nusa Tenggara Timur (NTT)",2,,
"Aaa keren banget, sangat menginspirasi",2,,
"Puji Tuhan, semangat bang leo sukses dan diberkati oleh Tuhan Yesus",2,,
Inspirational!,2,,
proud of you ko le<U+2764><U+FE0F>,2,,
"Jesus always bless u le, dan netizen yg udh ngebantu, kalian terbaik.",1,,
terharu sama lele dan bangga banget! terima kasih lele sebagai perantara dan temen-temen yang ikut nyumbangin sebagian uangnya! amal ibadah kalian dibalas-Nya! sehat terus!,2,,
Terima kasih Koko Le sudah menjadi bagian keluarga dari Manggarai <U+0001F64F>sukses selalu Koko Le. Jesus bless you <U+0001F607><U+0001F618>,2,,
TERHARU & BANGGA SAMA LEO SUMPAH <U+0001F62D><U+2764><U+0001F1EE><U+0001F1E9>,2,,
"lucu banget bapaknya ""semoga tahun 2000 sudah lulus"" hihi",2,,
"Saking happynya sampe mewek  nnton ginian.. trimakasih orang2 baik, bangga sama anak2 muda kayak lele dan netizen. #terimakasihnetizen",2,,
Lele proud of you <U+2764><U+FE0F>,2,,
"Jadi pengen pulang kampung <U+0001F62D>, thank you buat video documenternya <U+0001F600><U+0001F64F>",1,,
15:10 the best moment <U+0001F923> sabar yaa.......,1,,
keren banget leee ! Jesus blesss <U+2764><U+FE0F>,2,,
Proud of you kak Leo. God bless you!!,2,,
16:00 oh jadi ini toh yg di ig. Stay safe ko le..,2,,
Good bless you orang baik yang sangat menginspirasi,2,,
Bangga bgt punya idola kyk leo.. God Bless You leo<U+0001F64F>,2,,
So proud of you Le!,2,,
U AMAZING LEEEE<U+2764><U+2764>,2,,
"Semoga saudara kita disana akan jadi anak yang bisa mengharumkan nama bangsa kelak <U+0001F603><U+0001F64F><U+0001F3FB>
*btw 15:57 jalannya bagus banget",2,,
proud of you lee,2,,
"Bangga sama ko Leo, bangga sama netijen..
Semoga berkah.....",2,,
Abis lulus kesana laginya sama doi ya le WKWK,2,,
Luar biasa.. sukses selalu Leo <U+0001F44D><U+0001F61A>,2,,
"God bless u, panutan<U+2764>",2,,
"Thanks lele, selalu menginspirasi huhu<U+0001F62D>",2,,
"menit ke 7:00 demage leo, behh gk ngotak pas omongan berdua sama bapak:))",1,,
Bener? panutanque dah ini<U+0001F60D>,1,,
"Keren banget le bisa langsung terjun ke sana, interaksi sama masyarakatnya langsung <U+0001F44D>",2,,
"Pas vid. Pada makan di sawah, jdi inget masa kecil dulu

Smgat trs ka Leee
Sehat2 yaa",2,,
"Salut bgt sama  ko lele <U+0001F44F>
Sehat selalu orang baik <U+0001F607>
Jadi kangen suasana kampung <U+0001F97A>",2,,
"Mantap Abang,Tuhan memberkati<U+0001F64F>


Saya Agak fokus Bahasa Manggarai<U+0001F31D>",2,,
KOHHHHH speechless gw liat lo....,1,,
Salut buat Lele....dalam proses menciptakan sejarah sendiri. Memberi bukan berarti mengurangi apa yg kita punya. <U+0001F44D><U+0001F44D>,2,,
ko leooo makasi banyakkk proud of you!!! sehat? terus yaaa semoga semua yg koko ingin dilancarin terus <3,2,,
"Good Job Le.... GBU semoga makin banyak berkatnya, makin sukses ya study n channel youtubenya, Amin. GBU <U+0001F60D>",2,,
Keren banget Lele.. balik dari Amerika langsung down to earth. Berbakti buat negaranya sendiri. Apreciated Le! Sorry baru nonton,2,,
"Waktu nyanyi sumpah merinding,makasih banyak orang baik !!",2,,
Di berkati untuk menjadi berkat buat sesama <U+0001F60D><U+0001F64F>,2,,
Semoga adik2 disana semakin semangat belajarnya yah<U+0001F60D>,2,,
"Respect leeee keren abisssss,God bless u",2,,
"Proud of youu, lee<U+2665><U+2665>",2,,
"Semoga makin banyak anak2 muda yg menginspirasi, dan bermanfaat buat sekitar<U+2764><U+FE0F>",2,,
Semangat terus kk lele dan selalu sukses ... :),2,,
Parah suasananya dapat banget maknanya dapat banget jadi pengen ikut berpartisipasi membantu banyak orang seperti ko leo kayak kita tuh bukan hanya membantu orang-orang disekitar tapi juga membantu orang-orang jauh disana,2,,
"Mantap sekali ko leoo, semoga rezekinya ngalir terus  aminn <U+0001F64F><U+0001F64F><U+0001F64F>",2,,
lele sukses terus ya... sampe nangis aku nontonnya... terharu,2,,
thank you le and pround of you :'),2,,
Sehat selalu Leo... anak muda yang baik hati<U+0001F970><U+0001F970>,2,,
"Ingin juga jadi orang yang bermanfaat buat orang lain, lele menginspirasi <U+2764><U+FE0F>",2,,
"Sehat selalu le , semoga tuhan ngasi rejeki yang berlimpah ke kamu dan bisa bantu yang lain juga amen",2,,
"God Bless U Lele
Sukses selalu",2,,
"Jujur, merinding pas mereka nyanyi bareng dari Sabang sampe Merauke",2,,
"Tetap membumi ya, Le. Sangat menginspirasi!",2,,
"Aduh salut banget sama kk Leo 
Sudah nyubang untuk bp Damianus 
Bp Asrama nya saya dulu <U+0001F64F>
Semangat ya kk semoga Allah memberikan rezeki <U+0001F4AA>",2,,
Ikut senang dan terharu,1,,
Luar biasa.Sangat terkagum dengan jiwa sosialmu lele.Bangsa ini membutuhkan anak muda yg sangat menginspirasi seperti kamu.,2,,
"semangat terus kak leoo
Tuhan berkati selalu setiap rencana-rencanaNya kedepan<U+0001F607><U+0001F607>",2,,
"Salut, semoga bisa juga <U+0001F64F>",2,,
Panjang umur orang baik<U+263A><U+FE0F><U+2764><U+FE0F>,2,,
Luar biasa anak muda ini dedikasi hidupnya tuk pembangunan fasilitas pendidikan di NTT. Tanah air Beta. Makasi Leo,2,,
"Mantab, salut sama kamu Le, sukses selalu ya Le",2,,
semangat orang baik... semoga makin banyak orang seperti kamu le <U+0001F64F>,2,,
Kontennya bang leo selalu menginspirasi<U+0001F63F>,2,,
"Luar biasa, sukses terus utk kedepanya <U+2728>",2,,
"terharu<U+0001F616> makasi orang-orang baik, makasi ko leo<U+0001F917>",2,,
Gilakk cewek2nya cantik2 semuaaa<U+0001F62D><U+0001F62D> auranya bagus2 <U+0001F970>,1,,
Jadi inget masa kecil dulu yang bahagia karena teman dan ladang orang ku injak? untuk bermain di tempatnya dan tidak lupa dikejar pemilik nya dengan parang<U+0001F44D>.,1,,
"Adain lagi dong bg Donasi"" kayak gini <U+0001F601>",1,,
"terimakasih sudah membantu lee, Tuhan memberkati!",2,,
Salut! <U+0001F44D><U+0001F44D><U+0001F44D> you?ll do great things in the world. <U+0001F64F><U+0001F3FC>,2,,
Lele beneran humble sumpah! Makinn sukaaaa<U+0001F60C>,2,,
HAIII AKHIRNYA UP-!!! KU NUNGGUIN WKWKWK<U+2764><U+2764>,1,,
Sehat?yaa Lee<U+2661>,2,,
Sehat?yaa Lee<U+2661>,2,,
Sehat?yaa Lee<U+2661>,2,,
Sehat?yaa Lee<U+2661>,2,,
Selalu jadi berkat untuk semua Yesus memberkati <U+0001F607>,2,,
Respectttt bangettt bangettt bangettt <U+0001F44D><U+2764><U+FE0F><U+0001F497>,2,,
Mantap Lee. Terus jadi anak muda yang selalu menginspirasi ya Lee <U+0001F44D><U+0001F44D><U+0001F44D>,2,,
"Salut buat Lele...
Mau berbaur. <U+0001F44D><U+0001F44D>
Tuhan memberkati karyamu <U+0001F607>",2,,
Senang bgat liat kk leo datang ke flores<U+0001F970>,2,,
Thx Lele..... welcome..... semoga anak2 NTT sukses kedepanx,2,,
Terimakasih buat org org yg baik <U+0001F970>,2,,
"Luarbiasa bang leo sukses slalu
  GBU<U+0001F91D>",2,,
ini vlog kereeenn<U+0001F44D><U+0001F44D><U+0001F44D>sehat terus buat keluarga pak damianus,2,,
"Trimakasih banyak broo..
Tetap semangat broo.. Tuhan Yesus memberkatii slalluu....
Dalam segala usahamu...",2,,
Semoga suatu saat bisa lakuin hal yang sama kaya leo atau mungkin lebih.. aamiin,2,,
"Keren lele km orgnya baik gk kebyakan keturunan china sebagian besar, dah baik mang low profile dan sgt perhatian sma lingkungan yang kurang mampu, smgt leo smg sukses terusss",2,,
SemogA kpn2 bareng jerome ke borong ya Le....disana juga banyak asrama yang perlu di renofasi. Terimakasih  ko Leo,2,,
lele kamu keren!!!,2,,
Salut aku padamu Le<U+0001F90D>,2,,
"Lele u re so inspiring, bismillah dapet jodoh kayak lele",2,,
VERY INSPIRING LEONARDO EDWIN <U+0001F525>,2,,
Semoga Semua Kaka? Yg Ada Di Vidio Ini Bisa Menjadi Orang-orang Yg Sukses Di Masa Depan... Aamiin,2,,
Aminn<U+0001F64F>,2,,
"Panjang umur orang baik! Terharu banget liat kaya ginian, bermanfaat, berbagi ke sesama tanpa membeda2kan ras, itulah indonesia semestinya. Semoga ini jg bisa berlanjut seperti skinnyindonesia24 tentang beasiswa, tapi ini cara leo membantu temen2 diluar sana untuk pendidikan. Salut.",2,,
Respect,2,,
"semoga aku bisa seperti bang leo, bisa membantu orang"" yang membutuhkan",2,,
"Kontennya sangat menginspirasi.  Terimakasih untuk kepeduliannya terhadap masyarakat Timur.  Memang di daerah timur fasilitas belajarnya kurang memadai dan masih banyak yang harus di benahi.  
Btw aku dari Maumere,  Flores,  NTT.   Dan sebagai orang flores aku terharu,  aku masih belum bisa melakukan hal yg kamu lakukan.",2,,
"Baru 1 menit loh <U+263A><U+FE0F>, Hai lelee <U+0001F64C>",1,,
"Salut deh gue sama mas Lele dan teman? yg udah  peduli dengan pendidikan anak Indonesia terkhususnya di daerah NTT. Tuhan Yesus memberkati apa yg menjadi rencana selanjutnya, dan juga kehidupan mas Lele diberkati pula.<U+2764><U+FE0F>",2,,
<U+0001F62D><U+0001F497>,1,,
berkah ya le ... # bangga bgt sm kamu <U+0001F929><U+0001F929><U+0001F929>,2,,
Bermanfaat bangat ke<U+0001F917>semakin terinspirasi untuk berguna ke semua orang. trimakasi sudah membuka mata kami untuk ttep berguna untuk orang lain,2,,
"Really, i want to be a part of you bro,your kindness",1,,
"Tuhan memberkati mu bang,,sehat selalu....",2,,
Salut banget sama lele. Sukses terus yah le,2,,
"Keren banget lele, Sukses terus!!",2,,
"Saluttt bgttt, ku sebut leo gagah dan pemberani kesana solo make motor<U+0001F60C>",2,,
Konten yg luar biasa<U+0001F60A>,2,,
"Semangat dek, sukses selalu",2,,
"Gmna ya cara mau ikut kegiatan kek gini, pgn ikutan jgaa",2,,
"Sehat selalu untuk kak Leo,, moga bisa ketemu lagi di bajo",2,,
"Makasi Leo, udah menginspirasi <U+0001F60A>",2,,
LELE IDAMAN BGT HUFT.. STAY SAFE YAAA LEE!!!,2,,
"Terima kasih orang baik<U+0001F64F>
God Bless you<U+0001F607><U+0001F64F><U+0001F495>",2,,
Gercep bet ni le <U+0001F642><U+261D>,1,,
Proud of u lele.love u<U+2661>,2,,
Suka bet vlog nya.keren^^.,2,,
God bless you ko leo...sukses selalu buat ko leo,2,,
Salam dari Flores~Larantuka<U+2764><U+0001F60C><U+0001F64F>,1,,
Sukses selalu buat ko Leo!!!,2,,
Semoga sukses semua nya:),2,,
"Lele sehat-sehat ya, terimakasih telah menginspirasi banyak orang",2,,
"16:03 bagus pemandangan nya , pemandangan yang kuimpikan",1,,
Pen nangesss liat inii...,1,,
"Viewrs baru bang!
Wih mantap. Dri semalem stalkinh youtube nya. Bakal ngikutin terus nih. Sukses !!",2,,
"Ingin kukatakan bahwa ,ka Leo sangat baik sekali <U+2764><U+FE0F><U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F><U+0001F44D><U+0001F44D><U+0001F44D>",2,,
Hrs viral video2 mendidik spt ini guys semangat kak Leo selalu rendah hati membantu sesama jadi inspirasi anak muda,2,,
"Le, bangga gw ama lu.. Sukses buat karya2 lu...",2,,
Sykurlah semua sudah rampung <U+0001F60A><U+0001F60D><U+0001F607>,1,,
Semangat terus kak Lele<U+0001F4AA><U+0001F60A><U+0001F60A>,2,,
Cantik cantik cewek flores<U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D> salam dari Magelang Jawa tengah<U+0001F64F><U+0001F64F><U+0001F64F>,1,,
Keren bangettt<U+0001F970>,2,,
Kangen makan sama warga ih<U+0001F62D>,2,,
"Kalo sempat coba dtg ke pulau Rote di NTT. Pulau paling selatan di Indonesia. 
Mungkin nanti viewersnya bisa lebih banyak dan donasi dari netizen juga akan makin banyak dan lebih besar.....",2,,
"Terimakasih orang baik, bangga banget bisa kenal ko leo",2,,
"Nama desa nya apa yaa, aku dari flores juga tapi udah 1 tahunan kerja di semarang stelah tamat kuliah:).
Jadi rinduh ngomong  pake aksen flores:)",2,,
"Terimakasih banyak ko leo , bangga banget sama ko leo",2,,
"Kalo balik kesana lagi, ajak keluarga ko leo juga biar seruu",1,,
proud of you lele..,2,,
"Lele keren bgt, salut keren!!",2,,
lele keren bgt<U+2764><U+FE0F>,2,,
God bless you leo<U+0001F607>,2,,
terharu :'),1,,
Love leo <U+2764><U+FE0F>,2,,
"Jadi ikut seneng,ty bre uda disalurkan",1,,
jadi pengen ikut <U+0001F622>,1,,
"My role model wkwkwk, pwngen banget bisa kek lele",1,,
Sangat menginspirasi lele<U+0001F64F><U+2764>,1,,
LELE HEBATTT!!!<U+0001F525><U+0001F525><U+0001F525>,2,,
